date,portfolio_value,portfolio_return,benchmark_value,benchmark_return,active_return
2024-03-21,106523.43893646426,0.06523438936464254,104940.42021737756,0.0494042021737755,0.01583018719086704
2024-03-22,106514.71655370947,0.06514716553709476,104683.18694206934,0.046831869420693506,0.01831529611640126
2024-03-25,106339.5749563599,0.06339574956359906,105029.46569843072,0.05029465698430724,0.013101092579291818
2024-03-26,106376.02038090792,0.06376020380907921,104930.52459767248,0.04930524597672492,0.014454957832354287
2024-03-27,106615.21063541099,0.06615210635410995,105237.22842335982,0.052372284233598076,0.013779822120511875
2024-03-28,107170.18474203715,0.07170184742037145,105741.79180612495,0.05741791806124952,0.014283929359121927
2024-04-02,106039.78061730033,0.06039780617300328,104673.2988705105,0.046732988705104894,0.013664817467898382
2024-04-03,106395.55051918063,0.06395550519180637,105454.87921984776,0.054548792198477525,0.009406712993328847
2024-04-04,106860.26486980118,0.0686026486980118,105514.24538993195,0.05514245389931949,0.013460194798692315
2024-04-05,106123.8107277175,0.06123810727717505,104752.44118371236,0.04752441183712364,0.01371369544005141
2024-04-08,106301.088732994,0.06301088732993998,104594.14900916239,0.04594149009162396,0.01706939723831602
2024-04-09,106337.20223723212,0.06337202237232131,104247.87780094723,0.042478778009472196,0.020893244362849117
2024-04-10,105463.63332871153,0.05463633328711537,103951.06959496497,0.03951069594964962,0.015125637337465747
2024-04-11,104773.61307515939,0.047736130751593775,103307.99018076753,0.03307990180767528,0.014656228943918492
2024-04-12,104931.42878381714,0.04931428783817138,102833.10610897138,0.028331061089713838,0.02098322674845754
2024-04-15,104262.45536850097,0.042624553685009836,103624.58207801371,0.03624582078013705,0.006378732904872786
2024-04-16,103275.40719825332,0.03275407198253322,101903.11410849675,0.019031141084967507,0.01372293089756571
2024-04-17,103287.1739586702,0.032871739586701976,101833.85986685372,0.018338598668537154,0.014533140918164822
2024-04-18,103806.67575921377,0.03806675759213762,102328.53517806002,0.023285351780600205,0.014781405811537418
2024-04-19,103863.92371127548,0.038639237112754854,102664.9107665701,0.026649107665700944,0.01199012944705391
2024-04-22,103971.06210477243,0.03971062104772427,103298.10210920869,0.03298102109208689,0.0067295999556373776
2024-04-23,104902.38316347878,0.04902383163478774,104237.98218124216,0.042379821812421614,0.006644009822366126
2024-04-24,104573.73510182115,0.045737351018211525,103654.26138898269,0.036542613889826825,0.0091947371283847
2024-04-25,104248.76649569752,0.0424876649569752,103317.8858004726,0.033178858004726086,0.009308806952249116
2024-04-26,104633.18440630977,0.04633184406309776,103525.6485254017,0.03525648525401692,0.011075358809080837
2024-04-29,105300.1014645929,0.05300101464592899,103852.13604235295,0.038521360423529494,0.014479654222399496
2024-04-30,104755.5625296792,0.047555625296791915,103406.92373337955,0.03406923733379541,0.013486387962996504
2024-05-01,104363.1918128526,0.04363191812852607,103268.41525009349,0.032684152500934927,0.010947765627591144
2024-05-02,104754.48591918786,0.04754485919187856,103505.86483413778,0.03505864834137795,0.012486210850500612
2024-05-03,105648.4731350886,0.05648473135088605,103772.98618100485,0.03772986181004856,0.018754869540837493
2024-05-07,106621.63143538943,0.0662163143538943,104594.14900916239,0.04594149009162396,0.02027482426227034
2024-05-08,106495.63683165709,0.06495636831657081,104861.27035602945,0.04861270356029457,0.016343664756276244
2024-05-09,106640.33133429394,0.06640331334293936,105029.46569843072,0.05029465698430724,0.016108656358632123
2024-05-10,106852.38095812305,0.06852380958123039,105108.6080116326,0.05108608011632598,0.017437729464904406
2024-05-13,107067.65930880711,0.07067659308807106,105534.02908119585,0.05534029081195846,0.015336302276112601
2024-05-14,107177.53087796282,0.07177530877962823,105336.16197597183,0.053361619759718204,0.01841368901991003
2024-05-15,108011.96864977054,0.0801196864977054,105504.34977022688,0.055043497702268906,0.025076188795436494
2024-05-16,108247.78933609885,0.08247789336098843,105632.96263380787,0.05632962633807859,0.026148267022909844
2024-05-17,108126.38103233831,0.08126381032338315,105811.04604776799,0.05811046047767987,0.023153349845703275
2024-05-20,108170.53835757641,0.08170538357576418,105860.51659814711,0.05860516598147103,0.02310021759429315
2024-05-21,108082.02737240188,0.08082027372401868,105672.53756448193,0.05672537564481939,0.02409489807919929
2024-05-22,107663.80046601684,0.07663800466016846,105543.92470090093,0.05543924700900926,0.021198757651159195
2024-05-23,107145.00813721406,0.0714500813721406,104970.09952834653,0.04970099528346528,0.021749086088675318
2024-05-24,107251.36600321747,0.07251366003217474,105019.57007872565,0.050195700787256436,0.022317959244918306
2024-05-28,107097.08233809462,0.07097082338094629,104524.89476751936,0.04524894767519361,0.025721875705752684
2024-05-29,105920.6172203777,0.059206172203776886,103594.90276704472,0.035949027670447276,0.02325714453332961
2024-05-30,106554.30643604748,0.06554306436047486,103921.39028399598,0.03921390283995985,0.02632916152051501
2024-05-31,106820.94346485732,0.06820943464857332,104416.06559520228,0.0441606559520229,0.02404877869655042
2024-06-03,107480.63872052485,0.07480638720524846,104712.86625303832,0.04712866253038306,0.0276777246748654
2024-06-04,107363.0655331035,0.07363065533103486,104772.2324231225,0.04772232423122502,0.025908331099809834
2024-06-05,107606.70319641024,0.07606703196410236,104930.52459767248,0.04930524597672492,0.02676178598737744
2024-06-06,107948.77459957561,0.07948774599575614,105464.77483955283,0.05464774839552833,0.024839997600227814
2024-06-07,107367.21077892513,0.07367210778925126,105296.58704529778,0.05296587045297785,0.020706237336273414
2024-06-10,106975.44471157296,0.06975444711572965,103881.81535332193,0.03881815353321927,0.030936293582510377
2024-06-11,106588.3315650668,0.06588331565066796,104455.64052587633,0.044556405258763254,0.021326910391904708
2024-06-12,107676.0075181909,0.07676007518190908,104643.61201139528,0.046436120113952706,0.030323955067956376
2024-06-13,107087.90240731332,0.07087902407313318,103555.32783637068,0.0355532783637067,0.03532574570942648
2024-06-14,106894.22779170261,0.06894227791702612,103357.46073114665,0.03357460731146644,0.035367670605559676
2024-06-17,106790.23127946346,0.06790231279463455,103505.86483413778,0.03505864834137795,0.032843664453256594
2024-06-18,107409.66981918193,0.07409669819181941,103941.1739752599,0.03941173975259904,0.03468495843922037
2024-06-19,107500.00062800689,0.07500000628006886,103941.1739752599,0.03941173975259904,0.035588266527469825
2024-06-20,107455.13763312211,0.07455137633122111,104030.21945631306,0.040302194563130556,0.03424918176809055
2024-06-21,107177.51323375913,0.07177513233759125,104732.65749244846,0.047326574924484666,0.024448557413106586
2024-06-24,107874.46569487502,0.07874465694875021,105346.0575956769,0.05346057595676901,0.025284080991981206
2024-06-25,107575.37029707649,0.07575370297076489,105227.33280365475,0.052273328036547495,0.023480374934217396
2024-06-26,106910.6979657835,0.06910697965783497,104386.38628423329,0.0438638628423329,0.025243116815502065
2024-06-27,107141.86583521102,0.07141865835211014,104465.52859743517,0.044655285974351644,0.0267633723777585
2024-06-28,107371.4012158697,0.073714012158697,104514.99914781429,0.045149991478142804,0.028564020680554192
2024-07-01,106916.02307030177,0.06916023070301769,103743.30687003587,0.037433068700358785,0.031727162002658904
2024-07-02,107057.92108741231,0.070579210874123,104218.19094183203,0.04218190941832023,0.02839730145580277
2024-07-03,107911.67715165431,0.07911677151654306,104218.19094183203,0.04218190941832023,0.03693486209822283
2024-07-04,108172.14636479782,0.08172146364797817,104218.19094183203,0.04218190941832023,0.039539554229657936
2024-07-05,108184.65786492254,0.08184657864922551,104841.48666476554,0.048414866647655375,0.033431712001570135
2024-07-08,108228.72588194716,0.08228725881947163,104960.20390864146,0.049602039086414695,0.032685219733056936
2024-07-09,107946.73568960835,0.07946735689608353,104930.52459767248,0.04930524597672492,0.03016211091935861
2024-07-10,108452.49231301463,0.08452492313014637,105593.39525128005,0.05593395251280042,0.028590970617345945
2024-07-11,109395.36621073942,0.0939536621073942,106058.38370337113,0.060583837033711285,0.03336982507368291
2024-07-12,109818.39974601755,0.09818399746017548,106473.91670137557,0.0647391670137556,0.03344483044641988
2024-07-15,109676.42649345801,0.09676426493458012,106879.54653152869,0.06879546531528691,0.027968799619293216
2024-07-16,109841.72278209493,0.09841722782094942,107265.39267041789,0.0726539267041788,0.02576330111677061
2024-07-17,110321.73216989051,0.10321732169890518,108056.87618760645,0.08056876187606443,0.022648559822840753
2024-07-18,110173.43469099875,0.10173434690998762,108304.2138432096,0.08304213843209607,0.018692208477891548
2024-07-19,109254.00316014557,0.09254003160145574,107542.40963699002,0.07542409636990022,0.017115935231555524
2024-07-22,109463.80203245883,0.09463802032458823,107700.70935968623,0.07700709359686231,0.017630926727725926
2024-07-23,109376.40025114229,0.0937640025114228,107403.90115370396,0.07403901153703973,0.019724990974383072
2024-07-24,109112.29530650147,0.09112295306501483,107107.10049586791,0.07107100495867913,0.020051948106335704
2024-07-25,108955.76806405815,0.08955768064058156,107552.3052566951,0.07552305256695102,0.01403462807363054
2024-07-26,109371.48234396306,0.09371482343963056,108244.85522127165,0.08244855221271652,0.011266271226914037
2024-07-29,109335.65002701811,0.09335650027018105,108353.67684544249,0.08353676845442481,0.009819731815756239
2024-07-30,109431.36109250874,0.0943136109250875,108640.5894317197,0.08640589431719703,0.00790771660789047
2024-07-31,110428.8052449212,0.10428805244921202,109511.22281025635,0.09511222810256359,0.009175824346648431
2024-08-01,109487.38615375705,0.09487386153757038,108640.5894317197,0.08640589431719703,0.008467967220373351
2024-08-02,108923.32771338784,0.08923327713387841,107868.89715394127,0.07868897153941279,0.01054430559446562
2024-08-05,107658.89108001316,0.07658891080013164,107097.20487616285,0.07097204876162855,0.00561686203850309
2024-08-06,107753.78218379847,0.07753782183798474,108808.78477412097,0.0880878477412097,-0.010550025903224958
2024-08-07,108496.14511366436,0.08496145113664366,108937.39763770196,0.0893739763770196,-0.004412525240375942
2024-08-08,108335.4146823292,0.0833541468232919,108531.76025940261,0.0853176025940261,-0.0019634557707342015
2024-08-09,108699.27061797713,0.08699270617977128,108284.42260379947,0.08284422603799468,0.0041484801417766
2024-08-12,108875.39848187134,0.08875398481871333,108452.61794620074,0.08452617946200736,0.0042278053567059715
2024-08-13,109495.33120853984,0.09495331208539826,109125.37667136715,0.09125376671367147,0.0036995453717267868
2024-08-14,110223.32659117121,0.102233265911712,109798.13539653356,0.09798135396533558,0.004251911946376419
2024-08-15,110683.93857001905,0.10683938570019036,108868.14339605893,0.08868143396058925,0.018157951739601108
2024-08-16,110855.74691159428,0.10855746911594277,110460.9985019949,0.10460998501994889,0.003947484095993881
2024-08-19,111706.00366937547,0.11706003669375464,110827.05340147397,0.10827053401473963,0.008789502679015015
2024-08-20,111652.73371464381,0.11652733714643815,111440.45350470243,0.11440453504702419,0.0021228020994139563
2024-08-21,112042.55463970313,0.12042554639703118,111371.19926305939,0.11371199263059384,0.006713553766437341
2024-08-22,111748.7862733831,0.11748786273383094,111163.43653813029,0.111634365381303,0.005853497352527937
2024-08-23,112757.60679130077,0.1275760679130078,112103.31661016376,0.12103316610163772,0.006542901811370072
2024-08-27,112633.7789473775,0.12633778947377494,112063.74167948971,0.12063741679489715,0.005700372678877796
2024-08-28,112705.82862817308,0.12705828628173088,112845.3295769732,0.12845329576973197,-0.0013950094880010866
2024-08-29,112722.68124621685,0.1272268124621685,112479.27467749413,0.12479274677494123,0.0024340656872272604
2024-08-30,112632.33501352632,0.1263233501352632,112311.07933509286,0.12311079335092856,0.0032125567843346303
2024-09-02,112784.84795223671,0.1278484795223671,113260.86257497763,0.13260862574977628,-0.004760146227409168
2024-09-03,112379.85110608926,0.12379851106089257,113646.70871386683,0.13646708713866817,-0.012668576077775606
2024-09-04,112427.87996402249,0.12427879964022481,113617.02185475163,0.1361702185475162,-0.011891418907291396
2024-09-05,112278.94566344119,0.12278945663441188,113072.88354131243,0.1307288354131244,-0.007939378778712536
2024-09-06,111902.66381308525,0.11902663813085246,112696.9330221283,0.1269693302212831,-0.007942692090430636
2024-09-09,112101.79564939336,0.12101795649393354,113122.34654354533,0.13122346543545316,-0.010205508941519614
2024-09-10,111881.97955605011,0.11881979556050104,113409.25912982253,0.13409259129822537,-0.015272795737724332
2024-09-11,111511.58437388466,0.11511584373884665,112063.74167948971,0.12063741679489715,-0.005521573056050499
2024-09-12,112241.71877429233,0.1224171877429232,113231.17571586241,0.1323117571586241,-0.009894569415700882
2024-09-13,112990.1907632926,0.12990190763292597,114101.80909439908,0.14101809094399087,-0.011116183311064898
2024-09-16,113117.46579058148,0.13117465790581484,114477.75961358321,0.1447775961358322,-0.013602938230017347
2024-09-17,113630.5482720113,0.1363054827201131,114230.42195798007,0.14230421957980077,-0.005998736859687659
2024-09-18,113175.61628943028,0.13175616289430292,113696.17171609972,0.13696171716099714,-0.005205554266694223
2024-09-19,114000.28243189566,0.1400028243189566,112914.58381861623,0.12914583818616232,0.010856986132794288
2024-09-20,113559.63728955889,0.1355963728955889,113142.13778295547,0.13142137782955476,0.004174995066034137
2024-09-23,113972.05469243837,0.13972054692438363,114002.87554178707,0.14002875541787074,-0.00030820849348711654
2024-09-24,114414.3727473986,0.14414372747398585,113775.32157744783,0.1377532157744783,0.006390511699507551
2024-09-25,114065.19295638276,0.14065192956382755,113241.07133556748,0.1324107133556749,0.008241216208152657
2024-09-26,114599.01854861458,0.14599018548614584,113587.34254378264,0.13587342543782643,0.010116760048319406
2024-09-27,115114.73865918626,0.15114738659186266,113963.30061111301,0.13963300611113016,0.0115143804807325
2024-09-30,114645.1512056148,0.14645151205614804,113884.15074976491,0.13884150749764923,0.007610004558498806
2024-10-01,114629.68556637672,0.14629685566376716,113310.32557721052,0.13310325577210524,0.013193599891661911
2024-10-02,114700.17414957564,0.1470017414957565,112785.97095503524,0.12785970955035242,0.019142031945404092
2024-10-03,114172.11425847933,0.1417211425847933,111994.48743784668,0.11994487437846679,0.0217762682063265
2024-10-04,113902.49765299611,0.13902497652996115,112172.57085180678,0.12172570851806785,0.0172992680118933
2024-10-07,114067.23628974638,0.14067236289746377,111855.97895456062,0.11855978954560609,0.02211257335185768
2024-10-08,113336.68206042363,0.1333668206042362,112360.54988547198,0.12360549885471972,0.009761321749516494
2024-10-09,113507.50935693635,0.13507509356936342,112657.35809145424,0.1265735809145423,0.00850151265482113
2024-10-10,113415.15321374428,0.1341515321374429,112746.3960243612,0.12746396024361184,0.006687571893831068
2024-10-11,113911.19538953551,0.13911195389535513,113221.28764430358,0.1322128764430357,0.006899077452319435
2024-10-14,113935.50094267458,0.13935500942674572,113805.0008884168,0.13805000888416807,0.00130500054257765
2024-10-15,114009.26657216293,0.14009266572162926,114101.80909439908,0.14101809094399087,-0.0009254252223616088
2024-10-16,114195.28393497423,0.14195283934974223,113973.18868267185,0.13973188682671855,0.002220952523023678
2024-10-17,114067.2012943862,0.1406720129438621,114190.84702730602,0.1419084702730602,-0.0012364573291980818
2024-10-18,114122.71025463841,0.14122710254638404,114517.33454425728,0.14517334544257277,-0.003946242896188723
2024-10-21,112974.01613431524,0.12974016134315236,114022.65923305097,0.14022659233050971,-0.010486430987357354
2024-10-22,112938.51324725195,0.12938513247251948,113142.13778295547,0.13142137782955476,-0.0020362453570352823
2024-10-23,112487.46491895967,0.12487464918959668,112746.3960243612,0.12746396024361184,-0.0025893110540151643
2024-10-24,112720.18020991929,0.12720180209919296,113152.03340266054,0.13152033402660535,-0.0043185319274123835
2024-10-25,112757.27638196382,0.12757276381963822,112894.80012735233,0.12894800127352335,-0.0013752374538851253
2024-10-28,112640.14559633349,0.12640145596333485,112875.00888794218,0.12875008887942174,-0.00234863291608689
2024-10-29,112232.18540238086,0.12232185402380846,112568.31261040107,0.12568312610401078,-0.0033612720802023155
2024-10-30,112355.87149937626,0.12355871499376248,112350.6542657669,0.12350654265766914,5.2172336093336824e-05
2024-10-31,111726.13315314816,0.11726133153148166,111549.2826770195,0.1154928267701949,0.00176850476128676
2024-11-01,112010.53422975639,0.12010534229756398,111964.80812687769,0.1196480812687768,0.00045726102878718144
2024-11-04,112116.73339818686,0.12116733398186863,111875.77019397075,0.11875770193970747,0.0024096320421611583
2024-11-05,112319.46591816202,0.1231946591816202,112251.7207131549,0.12251720713154901,0.0006774520500711922
2024-11-06,112326.00944098756,0.12326009440987562,112795.86657474031,0.12795866574740322,-0.004698571337527602
2024-11-07,113173.66541502558,0.13173665415025582,113359.79612758964,0.1335979612758964,-0.0018613071256405878
2024-11-08,112951.3236515708,0.1295132365157079,113577.4544722238,0.13577454472223804,-0.006261308206530147
2024-11-11,113137.61104699079,0.13137611046990783,113745.64226647884,0.1374564226647883,-0.006080312194880477
2024-11-12,112008.90295233374,0.12008902952333744,112677.14178271816,0.1267714178271815,-0.006682388303844045
2024-11-13,111939.24802263192,0.1193924802263191,112538.6332994321,0.125386332994321,-0.005993852768001906
2024-11-14,111990.60988532656,0.11990609885326564,112756.29164406625,0.12756291644066242,-0.00765681758739678
2024-11-15,111458.10600989794,0.11458106009897939,111569.06636828341,0.1156906636828341,-0.0011096035838547014
2024-11-18,111946.32924339984,0.11946329243399845,111816.40402388656,0.11816404023886551,0.0012992521951329383
2024-11-19,111994.31488748523,0.11994314887485236,111855.97895456062,0.11855978954560609,0.0013833593292462698
2024-11-20,111442.22059677643,0.1144222059677642,111598.75322739863,0.11598753227398628,-0.0015653263062220812
2024-11-21,112134.1694120797,0.12134169412079698,112261.61633285997,0.12261616332859959,-0.0012744692078026088
2024-11-22,112315.83704371912,0.12315837043719124,112944.27067773145,0.1294427067773145,-0.006284336340123264
2024-11-25,113011.35952485407,0.1301135952485406,113181.71271362952,0.13181712713629512,-0.001703531887754517
2024-11-26,112637.97968793413,0.1263797968793412,113567.55885251873,0.13567558852518724,-0.009295791645846041
2024-11-27,113128.91893034117,0.1312891893034116,114705.31357792245,0.14705313577922463,-0.01576394647581303
2024-11-28,113304.92518496244,0.13304925184962446,114418.40099164526,0.14418400991645264,-0.011134758066828176
2024-11-29,113582.7278355965,0.13582727835596486,114457.97592231931,0.144579759223193,-0.00875248086722813
2024-12-02,113513.08063607322,0.13513080636073216,114299.6761996231,0.14299676199623113,-0.007865955635498967
2024-12-03,113587.97471492825,0.13587974714928253,114299.6761996231,0.14299676199623113,-0.007117014846948599
2024-12-04,113469.10891016206,0.13469108910162064,114279.89250835919,0.14279892508359193,-0.00810783598197129
2024-12-05,113787.4658724684,0.13787465872468396,114230.42195798007,0.14230421957980077,-0.00442956085511681
2024-12-06,113701.19716715388,0.13701197167153878,114180.95895574718,0.1418095895574718,-0.004797617885933025
2024-12-09,113890.84784522904,0.13890847845229048,113775.32157744783,0.1377532157744783,0.0011552626778121855
2024-12-10,113213.54858779995,0.1321354858779995,113250.96695527255,0.13250966955272547,-0.0003741836747259697
2024-12-11,113184.16642044061,0.13184166420440602,112845.3295769732,0.12845329576973197,0.0033883684346740495
2024-12-12,112741.4095627649,0.12741409562764883,112736.50040465612,0.12736500404656126,4.909158108756806e-05
2024-12-13,112198.43570309988,0.12198435703099886,112380.33357673588,0.12380333576735891,-0.0018189787363600551
2024-12-16,111953.50014818969,0.119535001481897,112261.61633285997,0.12261616332859959,-0.003081161846702596
2024-12-17,111597.72799994276,0.11597727999942764,111648.21622963152,0.11648216229631525,-0.0005048822968876099
2024-12-18,111445.08834289198,0.11445088342891974,111410.77419373344,0.11410774193733442,0.00034314149158531926
2024-12-19,109804.5046684567,0.09804504668456704,109580.47705189939,0.09580477051899394,0.0022402761655730963
2024-12-20,109994.9188699256,0.09994918869925606,109986.10688205251,0.09986106882052503,8.811987873103e-05
2024-12-23,109758.26755224592,0.09758267552245914,109323.24377659117,0.09323243776591172,0.004350237756547415
2024-12-24,109987.85043382988,0.09987850433829881,109263.88515465321,0.09263885154653217,0.0072396527917666376
2024-12-27,110456.52759886751,0.10456527598867504,110302.69877929869,0.1030269877929868,0.0015382881956882422
2024-12-30,110112.60738211946,0.10112607382119454,109441.96856861333,0.09441968568613324,0.006706388135061303
2024-12-31,110428.00739184194,0.10428007391841931,109887.1733294405,0.0988717332944049,0.005408340624014407
2025-01-02,110245.85489700656,0.10245854897006557,109827.81470750253,0.09827814707502536,0.004180401895040209
2025-01-03,110167.95058455011,0.10167950584550112,109996.00250175758,0.09996002501757584,0.0017194808279252793
2025-01-06,110682.05069429727,0.10682050694297263,109887.1733294405,0.0988717332944049,0.00794877364856772
